set,study,series,image,height,width
train,a5958238aa4f,f41d53a8d3d9,75cfdc5bec2d,3480,4248
train,4c74ab1c7193,b3d786eaa7ef,1f40455598f5,3480,4248
train,03bbf042e102,9d928cf0cb7f,af605c51876c,2991,2992
train,608311337d65,826402e7cb86,42d9d100ae15,3488,4256
train,aaf4645886fc,16c4b943cb44,874176447611,1760,2140
train,b5e30871622c,3f99980ae49c,f2044befe4f9,3488,4256
train,c8fba581da8b,1f49e549ef85,a39da0651dbb,2874,2840
train,a5303f2a4c73,9d3840967ecf,27bd4ea4ed28,2536,3048
train,245661629b65,1c7621c60d70,323f67b8e2f7,2544,3056
train,9faedba4b8f9,649f6c4b18c9,f7d09631e6dd,3480,4240
train,e3ae8e6b19bd,d8da75077fe3,1e5b41b660ef,2800,3111
train,b767262e17d8,04137b5e8dcb,927f5e9140fc,2991,2992
train,94540d5e5767,771397ddf0e8,a084c4e685d6,3488,4256
train,1b49b7921474,7bf324da2da1,01f8945ece37,2540,2880
train,3b0ddef5a49e,84bc7ef76a68,72e5fbd61953,3480,4240
train,3b0ddef5a49e,7d6fec3e3f04,0684dae08842,2828,2320
train,e53355bac9ce,f6c4aed98eed,e78b16cfb742,2320,2832
train,159cbf48e73c,48d2c4199329,ac8e240acf88,3480,4240
train,1e7e77b791bd,b54e9fbcddd6,9304a960bfcf,2801,2992
train,7786df1d7d71,aec0baf2588c,3615df9cfc90,2336,2836
train,99cf4e630194,62fc10db768f,7072c0a0fc8e,2977,2978
train,beb148677aba,7b5ce465764f,7d15af0d52ba,2336,2836
train,2e490d6ef2e1,c88ad162abd3,30b18db28900,3032,3032
train,2e490d6ef2e1,1f6d51442b82,06f6423be3f9,3032,3032
train,c9a187b33acc,7fa229fa3304,cbbd85c7f618,3488,4256
train,ed6218993ed0,ba4caa832ba1,43c415a1829b,2801,2802
train,3054a85afa87,4466399d609e,338c9d452ba2,1140,1387
train,25a7988bfc95,baa17ee41750,46e4bd625d3f,2436,3032
train,ba062d45f13f,242456c7e173,902502bda6f7,3480,4248
train,e5e2dbcbd9d2,f47e5492fcc0,c5c6a58554c9,2611,2892
train,966247fbd8dc,dd37f24343ca,d41a1c9ccfc0,2539,3050
train,2514250a50ae,5ecac5a25e63,081c8b609ab0,2539,3050
train,1956c85c146d,cc340cc3f739,ab1b0948a01f,2540,2880
train,f5b4675f5f11,8c06ca9702cb,f99140e2c7d9,2336,2836
train,a33d67387cbb,cfef02260260,98ba8c6bf61d,2544,3056
train,5c67abd0b49f,823152b96d10,b824fcce341f,2540,2880
train,dc3c2c613d0c,ca315785c4e3,c342453827f9,3480,4248
train,6abd595dc9ac,ba66d756e52a,f78f90e88861,3520,4280
train,d1b3ad13fb12,2ce134d5a950,a039679aecf1,2732,3028
train,f86b1c64bf80,81a288f7a1a8,01fc054e43dd,3480,4240
train,8d2c21678869,7554c916a289,dcdc855f8484,2874,2840
train,a9a8f500fea0,47504434d7db,c1f1c934ffc1,3488,4256
train,673aea73b37a,7f9601aedd2e,030897965e6c,3480,4248
train,b8f4e76bbd2f,e97f507a7f80,ab6c943a5189,2330,2846
train,c7426be07170,fc27830d66f4,a6de43bd68d4,3480,4248
train,1eef24598603,14b746f3b5d1,b2d488f8ad98,2336,2836
train,075544a7881c,4bd245a088ed,9d45a7e2deda,2516,3027
train,075544a7881c,fbee3848f211,09236f094647,2516,3027
train,0ec2cfa1e0ea,060986ee1572,0f9709784c19,1140,1387
train,95566106ef97,41d0e3b89234,e1a5f8dadcd7,2544,3056
train,f383a0b4d02a,755bcbf9d3d1,05c34e480f64,2336,2836
train,045762d32a15,8a4ddf568efd,6fb675554ba4,2336,2836
train,0f3963b5b9bc,8cf8ba1469d5,41246a664266,2536,3048
train,399b7608576d,00a7409058f0,7c06ff390c95,2436,3032
train,ae7519c9d04c,46629d213dc1,f43913da5bde,2336,2836
train,1f4565e83b9a,743c87430993,7306aee0cd78,3488,4256
train,b22e2537daa0,d24013464ab7,69522a81a9b6,2446,2630
train,2c5b54bddd52,10a2fff52ca0,8bf7d61dddb4,2330,2846
train,6c30f2ff1a9f,56d793f500ff,617d605ce432,2536,3048
train,2471ea011908,6944b151d2db,6749c82ba05c,3052,3052
train,13bee82fc059,1ce02340818f,17538bc27057,2336,2836
train,3300733fc823,d1478e68abfe,cc0ff943ffd0,2526,2685
train,b7bc624cf296,9ae87dcf7072,eab8dd7373b1,2800,3408
train,601e2cbcc9f7,47df48a2ca0f,627a5f9f33a6,3052,3052
train,bde318b15e1e,867a981ad567,145a417465f1,3480,4248
train,a0fa0c688236,d88271558b66,be6fdd09230e,2436,3032
train,190f1d3cbb04,4a9800b0363b,11f2ddf4778e,2436,3032
train,782d728ee09c,609443ea91fd,cdf8ba91306a,2801,2802
train,0fb43e2250de,64e1135cb559,b13582b26a48,3488,4256
train,9934fb324443,a55ffce6c74e,a6c10c2ecfda,2336,2836
train,c3b236f3b68d,4f1ca9cb988a,2446cdfa1f2d,2620,2758
train,8943d1d85097,fdf2e4a2f7d5,c4b68b29a072,1760,2140
train,8943d1d85097,847da36d8859,35e398a5a431,1760,2140
train,8943d1d85097,24f76a89447b,c3a09e8a600d,1760,2140
train,8943d1d85097,4d2a4e3f2904,6f54e9cbd180,1760,2140
train,8943d1d85097,5b9fdac1600e,c7925ab50eb0,1760,2140
train,8943d1d85097,b9820b7c6b80,0bd6cd815ba9,1760,2140
train,fd62a2e871fb,3d38c025d8d5,9e987cbededa,3488,4256
train,d13424245af7,8dbcb6491f31,42c79b2cde7f,2022,2012
train,b6282272490f,f3dda00a1a43,4d3e8ec75220,2948,3052
train,4f4ec43883e1,4cee7daf3777,5f277dd055dc,3032,3032
train,207fa6f82857,662ca5975dc0,73628ee25be2,2417,2417
train,4d6c1133d688,1078bdf1b4d6,4c97b5cd1274,2436,3032
train,628ef26663bf,c0908546108a,3df2c9d30cdf,3052,3052
train,c7f9cb4677dd,ac84fb995263,cfa01d43e0b2,2801,2802
train,5a8415bb7316,509ae887073e,e11854af4478,2320,2832
train,6afb7e8af8b3,048cdda19216,6a65015db6d9,2302,3050
train,2fe13c059026,7c9e19f88952,80ae40f2e110,4020,4891
train,29240c2eaf30,d753c067fe54,265c8659d53b,2828,2320
train,192cb96503cb,14f4b733aeef,a97b888b1010,2544,3056
train,4a746c1839d7,b2eb44e7bfb1,ef73ebf6e779,3052,3052
train,0287079f5a1a,ce939c7ff0d6,50c125bba06d,2400,2880
train,deee69329e9b,64fed58f6808,05801635f7db,2520,3032
train,881fc5cfb469,cf97db5154ef,a78f01529895,2436,3032
train,4ac6bbb98b57,e0766edf3876,b813385b09f0,1760,2140
train,a1844a4ba6f2,5795ccc7c071,9da650d46c0b,3480,4240
train,97e16d0a1e67,574343ebd4b2,d14352da3a40,1140,1387
train,727cdd8777b6,5a9b440ece2d,488bee5db2c7,2336,2836
train,1e3f6f8e494c,4b9e4168bf48,efe83e860c17,2010,2446
train,7df6ff1a1957,2b6cbdaf319f,29a7faf526ba,2874,2840
train,5443c06f83e9,65f3310d47da,e506ce42bf16,2801,2802
train,280355493a53,1bd725f51a38,8d95b5ebc5e1,3480,4240
train,247bc4bd6a73,cd187479ce60,2a03d1c9b41f,3012,3019
train,c7c53a0fcccc,f1680abab7ed,1567909b87d1,3488,4256
train,da879ffcc1f9,b03db1fe772c,960be5d120af,2320,2832
train,3d9d054474b7,06fe35e97b7e,17f9fe06e00e,2336,2836
train,0786e68c8c8d,b7ec1a335d55,a16f0faccc7c,2991,2992
train,45642bcec833,77bed6ff3b04,c30135419d0c,2610,2825
train,e43ad5b5e137,6283b392fbc3,1cd91e237ea7,3488,4256
train,c9197421b36a,267560ada0f0,db623fdc0fc4,2982,2996
train,38d0b07a2c7d,244ef9617bbc,09be36e1b94b,3488,4256
train,c7d21e91ecb8,cf22615948de,ad561049cfd8,2320,2832
train,08aad9bda74f,78c8522f4f10,42b59639c5e7,2336,2836
test,9b02e142b13f,c608b6477195,c34113e0228a,4020,4891
test,8d5e8712712d,6913e2732241,539931eced05,2336,2836
test,8e07907d854d,3dc37798e8bf,53c971120ab1,3480,4248
test,00188a671292,3eb5a506ccf3,3dcdfc352a06,3480,4248
test,342624fb2b11,2f412f898e92,59a0fc64bd20,2684,2800
test,342624fb2b11,2f412f898e92,f02e557a36dc,2684,2800
test,342624fb2b11,cbbe262656a1,8c6d6a69d5dd,2618,2800
test,342624fb2b11,cbbe262656a1,3b4ab121cbd4,2618,2800
test,342624fb2b11,b9e874b6b7c8,97de5453f769,2618,2800
test,342624fb2b11,b9e874b6b7c8,318a1ecb6fc7,2618,2800
test,342624fb2b11,90f2271ee796,127c2b32dd5d,2684,2800
test,9260839a059d,5e71d813bb94,4f7f40e478b1,2874,2808
test,373876fd24c8,7344ced5eb34,35271bec39b5,3480,4240
test,ac96e9b9034d,043f5ac7b4ee,98bab257d89b,2874,2840
test,d945e8dd9670,a133177e0045,825dd8f7aca2,2165,2762
test,793fc16d2eaa,4611049f3536,fdbaf93d6c5b,2249,2464
test,9cd49495a7ca,69c16bb79ac1,363fbf00088c,2539,3050
test,fe64182ae21d,d56579abcb25,a82ca8f37fb6,3480,4248
test,8613aa92c09d,665609485ed8,82b36d045a12,3480,4248
test,250c0435c86c,670f7569d569,acab76326ba1,2010,2431
test,82441f0b61c4,b9a4f3c6f044,1aff7e4ed470,2800,3408
test,38dd9e92f0d0,00159f5941d9,8927235865c9,2991,2992
test,f3f82683fcbc,d68b3e5d7583,53316aefede6,2722,3005
test,9c7c9aa6b32e,b19806ca2626,c0c89f864fda,2991,2992
test,5f04f4c0fa68,c147dd4d755d,e730aa7fca0a,2520,3032
test,a4d6e1d14076,0c13a1eea10e,fbb175d04c3b,2996,3012
test,f41885c32732,c144d52ac8bc,2dad900da56f,2010,2431
test,5b42cb9ee77b,49984d56d633,bf5c7ef3b72a,3488,4256
test,24295591e074,07cb2d4b8d50,262f3525e16a,2800,2926
test,635c78729d10,a914ca38849c,955bf1edd532,3480,4240
test,48607ea71306,67033f66722d,4fc12ae446a8,3480,4248
test,7516cd3f2680,e52834d0907c,776686ca2f1b,2544,3056
test,35c4922b2b72,879682f7dafe,abee6a2d0bf5,1140,1387
test,f3836378efa0,16bb98fd1138,222601cefe1b,2436,3032
test,0bc43d526b5d,b3287aef3d48,f35d7c728684,2539,3050
test,869b630384e5,2c97907a1ab2,046b1edf6801,2336,2836
test,caeeede7f74d,bd84ea68cfd8,7b2ccb25396a,2801,2798
test,4349fdb4ea03,c0815a6ddc44,ccb685c76038,2801,2802
test,f76a41789560,068aef5b7de9,e5c56ef2d194,2540,2880
test,313494ee0897,235a1da0a5d1,700b4524a9cf,2800,3159
test,3bc2eec8d9b6,7e844f52b974,da263425b379,2801,2802
test,bb33957a9bd5,5702c95fa8d5,4bf0dc7bae40,3480,4248
test,fc6054ce5985,9f6d5033843e,69ace2980660,3480,4240
test,19a57af80883,fb952acf571f,d7cb763ec2b1,1852,2054
test,34b78006dfce,354ed730f969,fd322d964dc7,2107,2437
test,0f6a24630aae,7cdde2070730,54066d711ef9,2247,2584
test,d0a22a0954f7,dc39f81d2807,816bb3680b2a,1140,1387
test,640e92dc7aa9,1545a8504775,e32589cd4421,2436,3032
test,b9e87bbcdf15,5fb0e8b40a5c,5596c4063d58,3006,3006
test,a80006bd7d8f,65dc9ce7761b,6dea3c3d1efa,4240,3480
test,fae0a3a751a8,5485f048289d,a356db474991,2544,3056
test,64729a1c868e,5c5fba84f141,d0e829b775fe,3052,3052
test,b11776be9437,fb17d7e46c58,eeeb7da65659,3480,4240
test,4974db1937a3,ee8064523157,93dd10a00c51,3052,3052
test,3a02eb0ad5f0,468226ba71d5,63173909bed5,2336,2836
test,1dd2fb2d3f1e,a8231d215f71,e5a860104190,2330,2846
test,4f3bd784d1bf,98985e7b7558,c6a555431645,3480,4240
test,8e6bc9d87d7b,cc6e98fcae9b,e00b7784d1eb,2801,2802
test,e125f3618cb4,5ad46a9de578,f2be75ff15ba,4248,3480
test,36623c43469f,3943556b54c0,b150add375b5,2544,3056
test,7ff9928af7f6,4d9f6310ad7a,7d0b75feaa8a,3062,3038
test,5f46958edec1,103268e5a7d8,898d24f3cda6,2520,2637
test,616f2fcba772,087fd9e2b28e,cf292f843e25,2336,2836
test,163abcbc5d4a,3a5e5e830cf7,33d456320f28,2436,3032
test,635b0ef5b3b9,63cde18604b5,26f2478e3e85,2991,2992
test,fd28c9e4074c,eb91fa50eec8,c788095df8f2,1140,1387
test,b4ed20f4c603,0ea755c557a9,b873cfe5cead,2516,3027
test,a134c7f3e533,85a1898ac272,09443dcb865f,2801,2798
test,a134c7f3e533,186b5741657a,aba653aebd55,2801,2798
test,820f82abb614,95c6042a8542,802b634297a0,2954,2991
test,de4d8d3b1944,4853d934b3be,afce260dc959,2544,3056
test,fe3fa13c059c,65ca4204ae8d,1c47d2fcee72,2800,3408
test,b818f246a8ab,2aa3f0fe53f1,82198019c4a4,3488,4256
test,f6de79c7f029,9b803ee7a75b,d88e65063aef,2416,2872
test,f6de79c7f029,22906abc95af,37811132dc96,2416,2872
test,a8c159935334,29d119f0d413,7c77f9aa3a25,3494,3557
test,1c716d133c0c,a1c04f035d0d,5f65421ff6fd,2937,2797
test,0bdd39af9529,74060080aa44,50537bcf4cc2,3480,4248
test,0bdd39af9529,2b61928131ed,37034ce54151,3480,4248
test,070d030a9ff7,fd6d1b76f9b0,8180af690aef,3480,4240
test,26c724e30c27,48e56872e18b,37c6c0aee54b,2320,2832
test,566ce9e55829,c86402cda4dd,7571cda597cb,2544,3056
test,b83eaac8a377,326c25201eea,1c13336fc8a9,2520,3032
test,112fca0c27c7,dd85d1c69f1f,c8538fe73673,2800,2794
test,b12171726b36,eac4724ce7a5,949ea39318e2,1140,1387
test,66300f02d92a,9aefd67188e4,eb3fe9eb8e39,1760,2140
test,3c5cb14e548f,c91fb740e2ed,d1912847d707,2320,2832
test,d692c60e21ef,a022490c7923,bb6fc945fc18,2082,2349
test,5acd25132041,2a9e1f540fc7,904324209389,2539,3014
test,e326c6e0c67d,88d4f6d2e132,c4cea0fb5e7d,2539,3050
test,2ca4713ccd6d,55ca9c1742db,a3d2fd5ef626,2560,3072
test,f39b840d4e6f,86241c8e7436,61505043bc32,3480,4240
test,302ff5bcbcf7,bcb456344b44,db15ead7ab00,2801,2802
test,795051254905,2d4fb41c0707,557a70442928,3320,3408
test,99f4549a0ce7,ff6173511b2f,fe97de4edad5,2980,3052
test,b948441f0c12,5e173377c974,fbc094e9276f,3052,3052
test,20d832153c0e,5476cab4aef8,f900aac4111b,3032,3032
test,f5b981349e98,57909a90f16a,155f5e326d5e,2544,3056
test,07467db0a5ae,30a96bec8783,94cb9518e355,2801,2798
test,b0881924653b,a3580d5d8c36,1308d8906c2e,2436,3032
test,b4436e4a91bc,1092afe5801c,d69b4547fc69,2678,2587
test,e43ccd956545,64ed4d9be391,87d8baf120a6,3480,4240
test,17ffbc3d2207,890d435d6ea0,7553bffc2232,3480,4240
test,1df9ecb29c1d,e38fbb140cbd,503a6e0884c6,2752,2867
test,4894244507de,d6bebe2aeba3,a27f34f4faa2,2336,2836
test,33cfd515b130,a58045b07247,68b95eed58ed,3052,3028
test,3c17fa476f85,3a97b7036956,b5f9a65597f2,2330,2846
test,fd90119fe61b,342abad57795,99978f106a39,1140,1387
test,68d273e07961,8dd225e851d5,5232ab4c4671,2336,2836
test,49648f2a8c51,731d1cff1bee,d0de673a7b63,2956,2860
test,2326c314794c,0f9fe32734dc,78adeeaa636c,2544,3056
test,3ca544da198b,be2a50210cdf,c3ded8550e66,2946,2654
test,2aedd31c2d4f,1680ad1f2b42,4ea555b6e2a8,2367,3053
test,723c9ea28d31,b34792c8877b,28d0fa664e61,3488,4256
test,b6ef87588b85,eb51a14492d9,cc2c3a3d2f4b,3052,3020
test,d47b71c4fcea,dc1862647622,1078af8ac3b7,2336,2836
test,098be79259d5,9bfdaa1278a6,9b3eae4045c8,2010,2446
test,dccdfc539a8e,69343311b1d0,14ec6bdb5641,4020,4891
test,b4091ecc7f5d,941033477568,3e4b4468eca3,3488,4256
test,394e0e1481e9,c31a6d90f66c,173c3e37e1f3,2801,2802
test,8a7c4530180a,2199b4742e1c,de56c2d5b778,3032,3032
test,0154653179fa,021e7fc630b9,51635cbfbe18,2617,3208
test,5e656faf76ea,27a30a5fd23e,158cc858a485,2320,2832
test,d3818fbf4c36,3a05a3b66e71,3bb8935d30d9,3480,4248
test,2b8321bcf4b9,2affb70f770a,35d6801ca10a,2658,3408
test,2e3ae25addcc,3e12a2b383ef,d8b8ef2bcbf6,2180,2660
test,d1a15a468593,6b2a1fd6a478,a6a0ba6efa97,3480,4248
test,abf963944680,cb9db1fa58e0,56b010725833,2359,2784
test,94571b6e07ff,57ddc8974afc,237aafc42d57,2336,2836
test,bea575481ef3,70f40573f9d4,2f8c1d151802,2213,3020
test,059007b73d82,68e58077ae9c,ea39ebfacca2,2801,2802
test,8f8b690689ff,30b180ceb231,c3c99fea8c77,3480,4240
test,35c3971dfdf2,fffef4465c9d,f7cbc735f105,2874,2816
test,582f1d954423,fa5a1be2b0eb,18a23df4fe99,3480,4248
test,5cecf76081cc,f739cb378af3,c1bb54cfe02f,2298,2846
test,81e6c9f2675c,7ebfeeda84d2,b081d24bd60f,3488,4256
test,ec584e5c219e,f70f37d25b67,dba0caa176ce,2913,2539
test,6f6e6f503df9,8486a7ccd353,8857adac8318,2320,2832
test,5f14606437b6,80686d95e3a9,6d66127d071d,2540,2880
test,1d54c8a15099,ebf1e0e5f399,7f49e2face0c,2320,2832
test,3be961dff18a,b0110bf850cf,c26e3ae08056,3052,3052
test,67b808cc8cfc,c84673cbc3be,abe007e3fc08,2336,2836
test,bc73883551cf,034772ed86c4,9d0f2c2645da,1760,2140
test,bc73883551cf,a4c372e806c8,ea9ee4d59c59,1760,2140
test,bc73883551cf,afbeffd9ae42,5e64da034f7a,1760,2140
test,d3b7d7dc583b,a6e04604b8e4,adc2ac4726e2,3488,4256
test,0b6af2d5fa06,52c5f4ccec17,4acbd31eafd5,2330,2846
test,6677129718eb,efdfcb700119,d5911a060ee4,3488,4256
test,7a5665185f3c,8c3426ec00ba,797fe7acf67b,2539,3050
test,2478cdc439fa,44d230efed14,2565c5ccfba1,2539,3050
test,c4359b917227,d6199621f9ac,d5d3ededa34e,2539,3050
test,006486aa80b2,fe138b3d009e,5e0e7acd9c7d,2800,3408
test,db4af70e370f,dc9dd2e17a5b,bf8e59f80d5c,3480,4240
test,134a29f5263d,c48f9a5f7549,022146012034,2801,2802
test,70a586a7a276,754cc69ab730,66d812201e73,3480,4248
test,191774101c9d,b0a09209f915,95ed767a23e3,2536,3048
test,2f9c9ca1ff98,3b5c34573ec2,c3afb9da2ebc,2539,3050
test,1ba7f3f733ef,cbee4fd4ab90,9271b6df7062,3052,3004
test,00be7de16711,bfef2920427a,cea591e99b8a,2544,3056
test,2f92655213ca,ac605d87e8e5,9e63fbef3c21,3488,4256
test,5ed4ac4c2302,4e95103a9185,1d981fb423e0,3480,4248
test,9eb632c3beb5,62362272132b,11ef0d77a9c9,2539,3050
test,5d71a4f40898,7023a03b1e07,413344e1032c,3480,4248
test,858b3a423bb3,5ff3e217ee1c,cdfdbadb85c1,3480,4240
test,879a9c1601d7,2c6742e949aa,05e168e0d636,2991,2814
test,ff1ba0e9aaf0,feceeb40a1fd,064b37b01cd2,3480,4240
test,40af0e78e972,4ef7e777d896,8032d270ede6,2048,2500
test,2c12e56b6ef5,8dcc1610a0ea,2d58009c5ade,2330,2597
test,5de32bda4c7a,ae7664156db4,1bc8687f938e,2400,2880
test,7d5c6509f13b,95011ddb6159,d916d2169020,2192,2836
test,e058e2a40a5f,2663a29437ce,eaa1d528538f,3480,4248
test,343d755d7ddd,f825a5124af4,d1be32513936,2336,2836
test,3379f980e291,a17281b6d997,86734b7cc20f,2544,3056
test,6484393291ea,2ecb8f912c9f,b30d2aef985f,3480,4240
test,6484393291ea,7134da36e604,37bf83df1b86,3480,4240
test,4048c25c7ef0,fd70237e3f35,13a28f6783b2,2520,3032
test,1d3a22017cc8,2f507e26320d,9f526498d12b,2455,2394
test,6decab09779c,ca3484b0974d,154b6a49ff75,2544,3056
test,6fa6c83e0221,790f811796dc,3a73591225ea,2010,2446
test,fd15cbd7cced,14761fbe27fb,2f9ccb6faa68,2336,2836
test,240db28d224f,28f984461911,ca7b91d018c7,2544,3056
test,2fc50bf199cd,af8894793b6d,8d6dea06a032,2422,3344
test,e8d137c213a0,194bc96e3aea,366e7eb393e5,3198,3056
test,2800a1cd98b3,46c4ed253a9c,56414fb3f177,2010,2431
test,37b217b51279,3633881aa191,047ba804182b,2328,2521
test,9b284d2b8e81,07b629086cf3,d1a0f21a848f,2320,2832
test,9a1a4fe68496,9e2795d8fbcc,d09b2158a7c3,1451,1756
test,4fdb1658707b,1d8a767ab147,cc495995f8f5,3032,3032
test,839c08f4b18a,4a038c667110,3ed35204df56,2716,2668
test,d3c53c4222e2,7b7ab5f20980,59d238641bee,3004,3052
test,4f2795c6c431,efd05d28b03a,100316af8a36,2330,2846
test,c0924d22f592,95e3c262b309,620191dbdfa4,2592,3005
test,9c15ad2a3f00,9579f0e25937,7e11aff74953,2539,3050
test,9c15ad2a3f00,ef7435584c7e,ecebf3314fbd,2539,3050
test,13dd8cf5ae88,e434720edbbd,d997c6c6a9b4,2290,2846
test,5a7b49158f30,c0a9a28c55f3,61884a13a399,2520,3032
test,61bc50228c92,350a79c9b9c9,cb75251076c7,2544,3056
test,9b8eca950609,694c67c684c0,36e1a455aafc,2540,2880
test,015f89ec55ea,b44f4716376b,af7d1bd1d629,3480,4248
test,102b201f8074,e3a90b26663b,130aa9d3716d,2580,3050
test,830abea627fc,4c2db9522cb3,b4eed879daf4,2320,2832
test,4c2813caa0fb,db4113cd2870,0f01c0517022,1760,2140
test,ca20e0f1b5c9,398fba9af125,b5a75701a05e,2447,2989
test,420aecd56033,937ff347cd37,7b5d82423dec,2336,2836
test,420aecd56033,e4379d9e9123,38b2e04ea601,2336,2836
test,f6b80b77d753,3c07d2b9209f,1c9c9f68941e,2320,2832
test,be6f27a4528b,251f4eb2002e,4040afec3ee4,2548,3060
test,1d4d06e6949b,bb220194fa21,ea1c164158da,2540,2880
test,444d139efc93,13912989d4fe,cf2bb9880db5,1632,2555
test,2b27117c51f8,cd42354f227b,69d1134dccc6,2893,2990
test,d3be4764ade5,c76179053394,f17999420b3f,2890,3001
test,61cab278c091,0788e1942da2,6b07294c7674,2800,3408
test,c38f6e4a8b57,7655a075ee90,b57e134bbaef,3488,4248
test,d4c399afd466,4d7c73bbd47d,b16a04496b57,2540,2880
test,96401434c121,865ff1e9d98a,32b211904f5b,3480,4240
test,d128283294c9,7cd5a4a02b58,949b8bf1079a,2516,3027
test,48d36324c0fc,734b13404232,b1115b344129,3480,4248
test,d33c77a3df19,286dc513ac73,f3f3ea70d5a7,1140,1387
test,1d4a182c0628,dce02bd7d6dd,18e6a4083920,2539,3050
test,3e5052f6edc9,f39af9b9904d,9b7cee40d0a7,2520,3032
test,e9e993a2786a,27218f721efa,4d6c8e93e7c9,3488,4256
test,ad61aee2f837,ff519290def7,11541455ef19,2400,2880
test,a375466fac0b,ae4468b976c2,d6c2f07ca4ba,3488,4256
test,3d3ad20f3435,b7bdf029dee8,e85bb0bcca1f,2801,2802
test,ede8b619a446,bfd7304b9cbc,a9330037dce2,2544,3056
test,b9e6a216ca98,c39abbd0d7fd,896d667947af,1341,1674
test,8ad5ead9c761,81d7890af0fc,cca081560d98,2520,3032
test,5e729ae9ae3c,553b5385e139,52f02af216bb,1140,1387
test,2cd7576844db,5d813503b36a,1f737bcf6fe9,2182,2147
test,aa1013c021d7,5b5732b0a9bc,6bce1f945580,3000,2997
test,a4798ae26b6e,b34f80427610,3288907ddc51,2520,3032
test,fbef288cd370,b4d85d7af91f,c1de38ec41d6,2536,3048
test,1517e9b8a9f3,666d9ba61a31,1b0d0622ccea,2416,3048
test,ced8fdaa9dba,3e57712425db,57879f49e8a7,3012,3052
test,00508faccd39,d39fc1121992,951211f8e1bb,2320,2832
test,4b4e09317bc8,3f1456274485,3a20fde98cdc,2336,2836
test,505b1f7bbbf4,3a3e53974cd9,e88f293bc83a,2320,2832
test,93b334bb7f73,e9a2260a85f8,50de91c4297d,3480,4240
test,806a948c30bf,34716f9c53c8,6746a1932779,1760,2140
test,bf2de109e4be,e2a4ca6885d5,d0c7ebd93e70,1140,1387
test,c9163fa32483,0dc1a5dea968,3bf0dc73f1fe,2336,2580
test,1b318f080b44,709adddb1334,b362aec0b6c5,2544,3056
test,8e22a69566b2,b077fdaa47fb,b09b20b44640,2336,2836
test,466f38a39d33,410e7f4d1790,bb425c8a4aae,2263,2378
test,847b7a65658a,802a116a4691,12fbfd355d88,1140,1387
test,8322b4b12bf2,2bb6739b49d2,9f1c1a909d7f,2336,2836
test,9d9a9218f7df,b8e12e3a80b4,c440ed025b38,2801,2802
test,6958fb143029,b2c54c4ad779,1ab561ec5f7e,3480,4240
test,c7389760417a,6d25d3bf36ea,f504d269be24,3480,4248
test,7d2470b0005e,94f179a8848e,edd69153435a,3480,4240
test,9bcfa30619cb,86d95f6df502,b7ec5afe1084,3488,4256
test,7b5c31f2af6f,595659e5db94,4d105a99d866,2428,2428
test,78e8b6f84907,ac4c9244290d,e1635f289c95,2874,2816
test,3e69bb4cfeb4,234aa6c2bc72,5dd9e477a6ee,1140,1387
test,58d5f7145d50,ff6b4322fb7d,e9a3b9253cd3,3480,4248
test,334a4202e414,096822902cde,948e9f366810,2320,2832
test,0d476d070d71,360c62464c4c,36141cda67ad,3480,4240
test,3c46f027da8c,998ed5278cb8,afe360acb63b,2642,3113
test,3bd22742cef2,378d9a65d37f,a84c79aac3c0,2520,3032
test,3bd22742cef2,81b25181f630,daf0bd7ba1b4,2520,3032
test,3a04a4cbbe0f,775a4c3ac73d,45bc12129df2,2540,2880
test,028abd3504b6,44c8e1a48537,fec0249d70e4,2012,2012
test,5dc5caf41360,71c0ddd6aa3a,5592c8778ae2,2539,3050
test,03fc9ec0dba8,03927cb00c2c,6c42a41a6c6e,3480,4240
test,a9a0208dcbe3,28c8bf91571e,f58258eeaa42,1140,1387
test,af3baa41780a,b0df602e6583,32ecb7330e19,2336,2836
test,bc76c0035143,d2f9b2d27ac9,e3cd1fdf2444,2539,3050
test,4269acadeebc,a39013a195ae,14eb73431579,2539,3050
test,e0a30517364f,81991ea261ee,3730eb76afba,3480,4248
test,dc953a56204f,b2445423a9ee,9f525be80c70,2800,3408
test,0d21581c34cf,9ce8cf353121,2ae9c4c6566f,1140,1387
test,735c7f97b72f,626c00f9049b,160cfef3014f,3488,4256
test,3e5f0fae3649,28cc46407191,36b323299f7e,1140,1387
test,04c4e92d40b8,fd1bee4f91e7,520a1a7b039b,2320,2832
test,2767827cedc2,8a523e71a6a1,5a0de0207028,3480,4240
test,4ede1ea5de26,26f6093db6d2,1ba8aa7acf76,2336,2836
test,3b75f6371910,e414cf4155db,eb632adfa113,2330,2782
test,148c96b41de4,4e02b7ae9e6f,eea4c86f42d5,2076,2660
test,bf41375c6d47,14cb5ed94fb1,9c297e900f67,1140,1387
test,8d1c64890229,74c7bd18afd1,94573ab529f3,2800,3408
test,81a119607e57,e5609c5a0b7b,114f7f3baedf,1875,2296
test,a3489d5c2d26,8f5c3057efae,a2bc78e322a8,2539,3050
test,096601e1340d,3334d78ac6a9,7bba27555fe4,2336,2836
test,43d60e93cbf3,e31e7746f5fe,4ccb8a39c77a,2336,2550
test,18acddb9abb7,d3e0cbe6330e,60f94703051a,2336,2836
test,677ad87244f5,c5355a253fba,144c27a2554a,3052,2948
test,0dd6457640a2,e466fafd1631,252552312a42,3520,4280
